item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,polyols,starch,fiber,monounsaturated fatty acids,polyunsaturated fatty acids
0000000205,Delikate Twaróg półtłusty 250g,nabial,Y,w porcji 100 g,118 kcal,4 g,2.9 g,3.4 g,3.4 g,17 g,0.07 g,,,,,
0000012636,Danio Serek homogenizowany o smaku waniliowym (4x130 g) 520 g,nabial,Y,w porcji 100 g,99 kcal,2.9 g,1.9 g,12.8 g,11.6 g,5.3 g,0.08 g,,,,,
0000014674,Go Active Pudding proteinowy smak orzechowy z czekoladą 200 g,nabial,Y,w porcji 100 g,88 kcal,1.8 g,1.1 g,7.4 g,4.7 g,10 g,0.31 g,,,0.5 g,,
0000006008,Hochland Ser żółty w plastrach gouda 300 g,nabial,Y,w porcji 100 g,352 kcal,28 g,20 g,0 g,0 g,25 g,1.5 g,,,,,
0000004991,Delikate Green Ser Pleśniowy 100 g,nabial,Y,w porcji 100 g,366 kcal,31 g,21 g,1.8 g,0 g,20 g,2.5 g,,,,,
0000016269,Delikate Przekąska Serek z paluszkami chlebowymi 35 g,nabial,Y,w porcji 100 g,286 kcal,18 g,11 g,22 g,2.4 g,8 g,1.4 g,,,1 g,,
0000003684,Rycki Edam Exclusive plastry ser żółty 135 g,nabial,Y,w porcji 100 g,355 kcal,27 g,18 g,2 g,0 g,26 g,1.1 g,,,,,
0000005364,"Mleko świeże bez laktozy 2,0 % zawartość tłuszczu 1 l",nabial,Y,w porcji 100 ml,49 kcal,2 g,1.2 g,4.8 g,4.8 g,3 g,0.1 g,,,,,
0000007638,Fruvita Pure jogurt owoce truskawka banan jabłko150g,nabial,Y,w porcji 100 g,82 kcal,3 g,1.8 g,9.5 g,9.1 g,3.9 g,0.15 g,,,0.5 g,,
0000004375,Zott Belriso Deser mleczny z ryżem i sosem 200 g,nabial,N,,,,,,,,,,,,,
0000015186,Müller Müllermilch Party Napój mleczny o smaku marakui 400 g,nabial,Y,w porcji 100 g,67 kcal,1.4 g,1 g,10.3 g,9.7 g,3.3 g,0.13 g,,,,,
0000004182,Światowid ser Gouda plastry 1 kg,nabial,Y,w porcji 100 g,344 kcal,26 g,18 g,1.4 g,0.2 g,26 g,1.5 g,,,0 g,,
0000001885,Fruvita Jogurt naturalny typu greckiego 400 g,nabial,Y,w porcji 100 g,124 kcal,10 g,6.5 g,5 g,5 g,3.6 g,0.1 g,,,,,
0000015906,Światowid Gouda ser żółty w plastrach 500 g,nabial,Y,w porcji 100 g,336 kcal,26 g,18 g,1.5 g,0 g,24 g,1.5 g,,,0 g,,
0000002241,Britanny's Ser Cheddar 200 g,nabial,Y,w porcji 100 g,416 kcal,34.9 g,21.7 g,0.5 g,0.5 g,25.4 g,1.8 g,,,,,
0000016451,Hochland Ser kremowy ze śmietanką w trójkącikach (8 sztuk) 180 g,nabial,Y,w porcji 100 g,211 kcal,16 g,11 g,5.8 g,5.8 g,11 g,2.6 g,,,,,
0000007285,Galbani Ser Mascarpone 500 g,nabial,Y,w porcji 100 g,392 kcal,40 g,27 g,4.9 g,4.9 g,3.4 g,,,,,,
0000015904,Delikate Serek wiejski klasyczny 200 g,nabial,Y,w porcji 100 g,99 kcal,5 g,3 g,2.5 g,2.5 g,11 g,0.7 g,,,0 g,,
0000019265,Mlekovita Śmietana Polska naturalna 18% tłuszczu 400 g,nabial,Y,w porcji 100 g,188 kcal,18 g,12 g,4.2 g,4.2 g,2.4 g,0.1 g,,,,,
0000001800,Światowid Ser żółty Radamer 250 g,nabial,Y,w porcji 100 g,1426 kcal,26 g,18 g,1.3 g,0 g,26 g,1 g,,,,,
0000000060,Delikate Ser typu greckiego sałatkowy półtłusty 270 g,nabial,Y,w porcji 100 g,188 kcal,12 g,7.8 g,7 g,3.5 g,13 g,2.7 g,,,0 g,,
0000006586,"Bakuś Serek biszkoptowy z dodatkiem wapnia, witamin: D, B6 i B12 90 g",nabial,Y,w porcji 100 g,108 kcal,4 g,2.4 g,12.3 g,11.8 g,5.8 g,0.1 g,,,,,
0000003686,Fruvita Jogurt o smaku jagodowym 400g,nabial,Y,w porcji 100 g,85 kcal,2.5 g,1.5 g,12.6 g,11.5 g,2.7 g,0.13 g,,,0.4 g,,
0000002938,Sottile Gusto Mozzarella mini 270 g / 150 g,nabial,Y,w porcji 100 g,248 kcal,19 g,13 g,1.5 g,1.5 g,18 g,0.5 g,,,1.5 g,,
0000002940,Śmietanka UHT 30% 330ml Mleczna Dolina,nabial,Y,w porcji 100 ml,291 kcal,30 g,18 g,3.1 g,3.1 g,2.2 g,0.08 g,,,,,
0000000781,Fruvita Jogurt owoce leśne 400g,nabial,Y,w porcji 100 g,87 kcal,2.5 g,1.8 g,13.4 g,11.4 g,2.7 g,0.1 g,,,0.14 g,,
0000007434,Jovi Duet truskawka-kiwi 350g,nabial,Y,w porcji 100 g,67 kcal,0.8 g,0.5 g,13 g,12 g,1.7 g,0.13 g,,,,,
0000005546,Fruvita Protein jogurt bananowy 230 g,nabial,Y,w porcji 100 g,73 kcal,1.5 g,0.9 g,6.7 g,6.4 g,8 g,0.15 g,,,0.5 g,,
0000005487,Mlekovita Wypasione mleko UHT czekoladowe 200 ml,nabial,Y,w porcji 100 g,66 kcal,1.5 g,1 g,10 g,10 g,3 g,0.1 g,,,,,
0000000795,Światowid Ser żółty Edamski porcja 250 g,nabial,Y,w porcji 100 g,344 kcal,26 g,18 g,1.4 g,0.2 g,26 g,1.5 g,,,0 g,,
0000004827,"Piątnica Mleko wiejskie świeże 3,2% 1 l",nabial,Y,w porcji 100 g,60 kcal,3.2 g,2.5 g,4.7 g,4.7 g,3.1 g,,,,,,
0000002423,Fruvita Mixo Napój jogurtowy o smaku jabłko gruszka 700g,nabial,Y,w porcji 100 g,66 kcal,0.8 g,0.5 g,13.1 g,11.6 g,1.7 g,0.1 g,,,0.03 g,,
0000005869,Zott Jogobella Jogurt pieczone jabłko 400 g,nabial,Y,w porcji 100 g,108 kcal,2.6 g,1.8 g,16.7 g,16.1 g,3.5 g,0.15 g,,,,,
0000015905,Światowid Edamski ser żółty w plastrach 150 g,nabial,Y,w porcji 100 g,344 kcal,26 g,18 g,1.4 g,0.2 g,26 g,1.5 g,,,0 g,,
0000018563,Müllermilch Shake Napój mleczny o smaku czekoladowo-bananowym 400 g,nabial,Y,w porcji 100 g,86 kcal,3.5 g,2.3 g,9.8 g,9.4 g,3.4 g,0.15 g,,,,,
0000000279,Fasti Ser topiony kremowy Gouda 100 g,nabial,Y,w porcji 100 g,203 kcal,15 g,10 g,6 g,5.8 g,11 g,2.2 g,,,,,
0000003167,Miami Mleczna kanapka (4x28g) 112 g,nabial,Y,w porcji 100 g,415 kcal,25.4 g,13.4 g,37.3 g,23.2 g,8.6 g,0.31 g,,,3.5 g,,
0000002427,Tutti Serek brzoskwinia 150g,nabial,Y,w porcji 100 g,122 kcal,5 g,3.3 g,13.3 g,11.4 g,5.4 g,0.1 g,,,,,
0000004938,Jogurt BIO owoce leśne 140 g ,nabial,Y,w porcji 100 g,91 kcal,2.5 g,1.8 g,13.5 g,12.7 g,3.5 g,0.1 g,,,,,
0000002865,Fruvita Jogurt morelowy 400g,nabial,Y,w porcji 100 g,85 kcal,2.5 g,1.5 g,12.7 g,11.4 g,2.7 g,0.1 g,,,0.2 g,,
0000000314,Dessella Deser mleczny o smaku waniliowym z bitą śmietanką 180 g,nabial,Y,w porcji 100 g,94 kcal,2.5 g,1.5 g,15.5 g,12.5 g,2.3 g,0.06 g,,,,,
0000015440,Danone Danio Jogurt pitny smak truskawka jagoda 270g,nabial,Y,w porcji 100 g,66 kcal,1.4 g,0.9 g,9.6 g,9.4 g,3.6 g,0.13 g,,,,,
0000003517,Fruvita Jogurt naturalny kremowy 190 g,nabial,Y,w porcji 100 g,71 kcal,3 g,1.8 g,6.5 g,6.5 g,4.4 g,0.18 g,,,0 g,,
0000009633,Go Active Kaszka mleczna proteinowa 200g,nabial,Y,w porcji 100 g,81 kcal,1.5 g,0.9 g,8.7 g,4.8 g,8 g,0.25 g,,,0.2 g,,
0000008573,Tutti Prosty Skład Serek waniliowy 150 g,nabial,Y,w porcji 100 g,134 kcal,6 g,3.9 g,12.9 g,12.2 g,7.2 g,0.08 g,,,,,
0000016857,Danio Jogurt pitny smak mango 270 g,nabial,Y,w porcji 100 g,67 kcal,1.4 g,0.9 g,9.8 g,9.6 g,3.6 g,0.14 g,,,,,
0000004705,Rolmlecz Serek homogenizowany czekoladowy 200 g ,nabial,Y,w porcji 100 g,138 kcal,5.5 g,3.6 g,15 g,14 g,7 g,0.1 g,,,,,
0000006731,GustoBello Gorgonzola Dolce Łagodna 150 g,nabial,Y,w porcji 100 g,351 kcal,30 g,21 g,0.9 g,0.1 g,19 g,1.78 g,,,,,
0000011861,Müllermilch limited napój mleczny o smaku bułeczki cynamonowej 400 g,nabial,Y,w porcji 100 g,68 kcal,1.4 g,1 g,10.5 g,9.7 g,3.3 g,0.14 g,,,,,
0000005189,Delikate Kremowy bawarski ser z zielonym pieprzem 150 g,nabial,Y,w porcji 100 g,442 kcal,43 g,29 g,0.1 g,0.1 g,13.7 g,1.6 g,,,,,
0000001311,Delikate Serek śmietankowy klasyczny 200 g,nabial,Y,w porcji 100 g,243 kcal,23 g,15 g,3 g,3 g,6 g,0.7 g,,,0 g,,
0000010265,Activia Jogurt naturalny 165 g,nabial,Y,w porcji 100 g,72 kcal,3.5 g,2.3 g,5.7 g,5.7 g,4.5 g,0.17 g,,,,,
0000003336,Almette Puszysty serek twarogowy śmietankowy 150 g,nabial,Y,w porcji 100 g,256 kcal,24 g,17 g,3.2 g,3.2 g,6.7 g,,,,,,
0000004934,Bakoma Jogurt Bio z morelami 140 g,nabial,Y,w porcji 100 g,89 kcal,2.5 g,1.8 g,12.9 g,12 g,3.5 g,0.1 g,,,,,
0000003419,Mleczna Dolina Mleko zagęszczone UHT 500g,nabial,Y,w porcji 100 g,134 kcal,7.5 g,4.8 g,11 g,11 g,5.5 g,0.18 g,,,,,
0000014673,Go Active Pudding proteinowy smak caffe late 200 g,nabial,Y,w porcji 100 g,82 kcal,1.5 g,0.9 g,6.9 g,4.8 g,10 g,0.31 g,,,0.1 g,,
0000004685,Mlekpol Maślanka Mrągowska naturalna 1 l,nabial,Y,w porcji 100 ml,48 kcal,1.5 g,1 g,5 g,5 g,3.5 g,0.1 g,,,,,
0000005545,Fruvita Protein jogurt mango 230 g,nabial,Y,w porcji 100 g,73 kcal,1.5 g,0.9 g,6.6 g,6.4 g,8 g,0.15 g,,,0.5 g,,
0000019292,Danone YoPro Jogurt smak stracciatella 160 g,nabial,Y,w porcji 100 g,57 kcal,0.5 g,0.3 g,3.6 g,3.1 g,9.4 g,0.1 g,,,,,
0000004820,Elios Ser Feta 150 g,nabial,Y,w porcji 100 g,276 kcal,23 g,16.1 g,0.7 g,0.7 g,16.5 g,2.2 g,,,,,
0000015438,Danone Danio Jogurt pitny smak ciasteczko 270g,nabial,Y,w porcji 100 g,67 kcal,1.5 g,1 g,9.7 g,9.4 g,3.6 g,0.14 g,,,,,
0000012007,Müllermilch Shake Limited o smaku Choco Orange Napój mleczny 400 g,nabial,Y,w porcji 100 g,86 kcal,3.4 g,2.3 g,10 g,9.6 g,3.5 g,0.16 g,,,,,
0000002418,Fruvita Mixo Napój jogurtowy o smaku truskawka banan 700g,nabial,Y,w porcji 100 g,66 kcal,0.8 g,0.5 g,12.9 g,11.4 g,1.7 g,0.1 g,,,0.03 g,,
0000006484,Światowid Kaszebsczi ser z czarnuszką,nabial,Y,w porcji 100 g,376 kcal,27 g,20 g,2 g,0.5 g,24 g,1.8 g,,,,,
0000006590,Mleczna Dolina Śmietanka kremówka UHT 36% 500 ml,nabial,Y,w porcji 100 ml,344 kcal,36 g,22 g,3 g,3 g,2 g,0.08 g,,,,,
0000000796,Światowid Ser żółty Gouda 400 g,nabial,Y,w porcji 100 g,344 kcal,26 g,18 g,1.4 g,0.2 g,26 g,1.5 g,,,0 g,,
0000004150,Słynne MR Roślinne Margaryna 500 g ,nabial,Y,w porcji 100 g,721 kcal,80 g,28 g,0.5 g,0.5 g,0.5 g,0.15 g,,,,,
0000008352,"Piątnica Jogurt skyr z jagodami, 150 g",nabial,Y,w porcji 100 g,82 kcal,0 g,0 g,11 g,11 g,9.6 g,0.06 g,,,,,
0000001560,Delikate Serek w plastrach kanapkowy z ziołami 150 g,nabial,Y,w porcji 100 g,276 kcal,24 g,16 g,5 g,5 g,10 g,1 g,,,0 g,,
0000007438,"Piątnica Serek Homogenizowany waniliowy, 150 g",nabial,Y,w porcji 100 g,138 kcal,6.3 g,4.4 g,13 g,13 g,7.2 g,0.1 g,,,,,
0000000153,"Mleczna Dolina Mleko UHT odtłuszczone zawartość tłuszczu 0,5% 1 L",nabial,Y,w porcji 100 ml,35 kcal,0.5 g,0.3 g,4.7 g,4.7 g,3 g,0.1 g,,,,,
0000002908,Delikate Brie de caracter 200 g,nabial,Y,w porcji 100 g,353 kcal,32 g,19 g,0.5 g,0.5 g,16 g,1.7 g,,,,,
0000006524,Piątnica Skyr jogurt pitny typu islandzkiego truskawka & kiwi 330 ml,nabial,Y,w porcji 100 g,80 kcal,1.5 g,1.1 g,10 g,10 g,6.5 g,0.08 g,,,,,
0000006996,GustoBello Grana Padano wiórki 100 g,nabial,Y,w porcji 100 g,398 kcal,29 g,18 g,0 g,0 g,33 g,1.5 g,,,,,
0000009637,"Go Active Pudding proteinowy, smak czekoladowy 200g",nabial,Y,w porcji 100 g,81 kcal,1.5 g,1 g,6.4 g,5.2 g,10 g,0.25 g,,,0.9 g,,
0000001139,Światowid Premium Ser Gouda plastry 250g,nabial,Y,w porcji 100 g,335 kcal,27 g,16 g,0.1 g,0.1 g,23 g,1.5 g,,,,,
0000004573,Finuu klasyczne z fińskiego masła olejów z rzepaku i lnianki Miks tłuszczowy do smarowania 200 g,nabial,Y,w porcji 100 g,682 kcal,75 g,29 g,1.1 g,1.1 g,0.8 g,0 g,,,,34 g,12 g
0000006452,Robico Kefir Robico 400g,nabial,Y,w porcji 100 g,43 kcal,1.5 g,1 g,4.2 g,4.2 g,3.1 g,0.1 g,,,,,
0000001846,Mleczna Dolina Kefir 1 kg,nabial,Y,w porcji 100 g,51 kcal,2 g,1.2 g,4.9 g,4.3 g,3.4 g,0.1 g,,,,,
0000019291,Danone YoPro Jogurt smak banan-krem z orzeszków ziemnych 160 g,nabial,Y,w porcji 100 g,56 kcal,0.1 g,0.1 g,4.4 g,4.1 g,9.4 g,0.09 g,,,,,
0000001266,aktiplus Truskawka L.casei + witamina B6 + witamina D (6x100 g) 600 g ,nabial,Y,w porcji 100 g,63 kcal,0.9 g,0.5 g,10.8 g,10.7 g,3 g,0.1 g,,,0 g,,
0000001826,Delikate Serek truskawkowy 385 g,nabial,Y,w porcji 100 g,136 kcal,6.5 g,4.2 g,13.5 g,11.6 g,5.6 g,0.1 g,,,0 g,,
0000016317,Piątnica  Serek wiejski jabłko cynamon 150 g,nabial,Y,w porcji 100 g,110 kcal,4 g,2.8 g,10 g,10 g,8.6 g,0.5 g,,,,,
0000004292,Mlekovita Mleko UHT 2% tłuszczu Wypasione 1 l,nabial,Y,w porcji 100 ml,49 kcal,2 g,1.3 g,4.7 g,4.7 g,3.2 g,0.1 g,,,,,
0000004359,Mlekovita Mleko spożywcze Polskie 2% tłuszczu 1l,nabial,Y,w porcji 100 ml,49 kcal,2 g,1.3 g,4.7 g,4.7 g,3 g,0.1 g,,,,,
0000004183,Światowid Tylżycki 300g,nabial,Y,w porcji 100 g,312 kcal,24 g,16 g,0 g,0 g,24 g,1.8 g,,,0 g,,
0000000269,Fruvita Jogurt naturalny gęsty 400g,nabial,Y,w porcji 100 g,57 kcal,2.5 g,1.5 g,5.2 g,5.2 g,3.5 g,0.13 g,,,0 g,,
0000002422,Fruvita Mixo Napój jogurtowy o smaku truskawka kiwi 700g,nabial,Y,w porcji 100 g,65 kcal,0.8 g,0.5 g,12.8 g,11.3 g,1.7 g,0.13 g,,,0.02 g,,
0000014672,Go Active Pudding proteinowy smak białej czekolady 200 g,nabial,Y,w porcji 100 g,83 kcal,1.5 g,1 g,7.1 g,4.8 g,10 g,0.31 g,,,0.1 g,,
0000001921,Activia Drink Mango/Ananas/Siemię Lniane 280 g,nabial,Y,w porcji 100 g,64 kcal,1.1 g,0.57 g,10 g,10 g,3.2 g,0.11 g,,,,,
0000007511,Moja Kurka Jaja wolny wybieg M 10 szt,nabial,Y,w porcji 100 g,139 kcal,9.7 g,3 g,0.6 g,0 g,12.5 g,0.4 g,,,,,
0000001558,Delikate Serek w plastrach kanapkowy klasyczny 150 g,nabial,Y,w porcji 100 g,276 kcal,24 g,16 g,5 g,5 g,10 g,1 g,,,0 g,,
0000004197,Piątnica Twój smak aksamitny ziołowy 135g,nabial,Y,w porcji 100 g,243 kcal,23 g,15 g,3 g,3 g,6 g,0.8 g,,,,,
0000000002,Delma idealna do kanapek 450 g,nabial,Y,w porcji 100 g,347 kcal,39 g,10 g,0.5 g,0.5 g,0.5 g,0.32 g,,,0.5 g,,
0000001250,Mleczna Dolina Maślanka naturalna 1 l,nabial,Y,w porcji 100 ml,38 kcal,0.5 g,0.3 g,4.8 g,4.8 g,3.5 g,0.1 g,,,,,
0000004992,Delikate Blue Ser pleśniowy 100 g,nabial,Y,w porcji 100 g,366 kcal,31 g,21 g,1.8 g,0 g,20 g,2.5 g,,,,,
0000011213,"Łaciate Mleko świeże 3,2 % 1 l",nabial,Y,w porcji 100 ml,60 kcal,3.2 g,2 g,4.7 g,4.7 g,3.2 g,0.1 g,,,,,
0000002823,Piątnica Twarożek 150 g,nabial,Y,w porcji 100 g,90 kcal,4 g,2.8 g,2.4 g,2 g,11 g,0.7 g,,,,,
0000009632,Go Active Kaszka proteinowa smak karmelowy 200 g,nabial,Y,w porcji 100 g,79 kcal,1.5 g,0.9 g,8.7 g,4.7 g,7.5 g,0.25 g,,,0.2 g,,
0000001799,Światowid Ser żółty Radamer wędzony 250 g,nabial,Y,w porcji 100 g,1426 kcal,26 g,18 g,1.3 g,0 g,26 g,1.2 g,,,,,
0000000295,Śmietanka UHT 12 % 500ml Mleczna Dolina,nabial,Y,w porcji 100 ml,134 kcal,12 g,7.2 g,3.9 g,3.9 g,2.7 g,0.1 g,,,,,
0000004935,"Jogurt BIO truskawka, 140 g ",nabial,Y,w porcji 100 g,89 kcal,2.5 g,1.8 g,12.9 g,12 g,3.5 g,0.1 g,,,,,
0000000980,Światowid Ser żółty salami plastry 300g,nabial,Y,w porcji 100 g,1463 kcal,27 g,17 g,1.3 g,0 g,26 g,1.3 g,,,0 g,,
0000001107,Delikate Serek puszysty klasyczny 150 g,nabial,Y,w porcji 100 g,240 kcal,22 g,15 g,3.2 g,2.7 g,7.2 g,0.58 g,,,0 g,,
0000015169,Müller Müllermilch Shake Napój mleczny o smaku białej czekolady i kokosa 400 g,nabial,Y,w porcji 100 g,84 kcal,3.4 g,2.3 g,10.1 g,9.7 g,3.3 g,0.14 g,,,,,
0000010533,"Piątnica Mleko Wiejskie 2,0% 1 l",nabial,Y,w porcji 100 g,50 kcal,2 g,1.3 g,4.8 g,4.8 g,3.2 g,0.1 g,,,,,
0000001298,Président Twaróg delikatny naturalny 350 g,nabial,Y,w porcji 100 g,134 kcal,10 g,6.5 g,3.8 g,3.3 g,6.9 g,0.1 g,,,,,
0000010666,Światowid ser topiony tostowy 130 g,nabial,Y,w porcji 100 g,298 kcal,25 g,17 g,3.3 g,2.2 g,15 g,2.5 g,,,,,
0000010689,Światowid Gouda ser topiony 100g,nabial,Y,w porcji 100 g,203 kcal,15 g,10 g,6 g,5.8 g,11 g,2.2 g,,,0 g,,
0000019280,Mlekovita SBA Ser wysokobiałkowy sałatkowo-kanapkowy 270 g,nabial,Y,w porcji 100 g,153 kcal,9 g,5.8 g,5.9 g,3.5 g,12 g,3 g,,,,,
0000007738,Mlekovita Ser Cheddar wiórki 300 g,nabial,Y,w porcji 100 g,379 kcal,31 g,20 g,0 g,0 g,25 g,1.7 g,,,,,
0000006450,Łaciata Śmietanka 30 % UHT  500 ml,nabial,Y,w porcji 100 ml,292 kcal,30 g,19 g,3.3 g,3.3 g,2.2 g,0.1 g,,,,,
0000016934,Müllermilch Protein Napój mleczny banan 400 g,nabial,Y,w porcji 100 g,60 kcal,1.5 g,1 g,5 g,5 g,6.5 g,0.13 g,,,,,
0000002866,Fruvita Jogurt o smaku pieczonego jabłka 400g,nabial,Y,w porcji 100 g,92 kcal,2.5 g,1.5 g,14.5 g,13.3 g,2.7 g,0.1 g,,,0.3 g,,
0000005188,Delikate Kremowy bawarski ser blue 150 g,nabial,Y,w porcji 100 g,442 kcal,43 g,29 g,0.1 g,0.1 g,13.7 g,1.6 g,,,,,
0000004367,"President Camembert Naturalny, 120 g",nabial,Y,w porcji 100 g,357 kcal,32 g,20 g,0.5 g,0.5 g,17 g,1.7 g,,,,,
0000011457,Fruvita Low Carb jogurt waniliowy 150 g,nabial,Y,w porcji 100 g,47 kcal,1.7 g,1.2 g,1.2 g,0.7 g,6.8 g,0.09 g,,,,,
0000005547,Fruvita Protein jogurt truskawkowy 230 g,nabial,Y,w porcji 100 g,72 kcal,1.5 g,0.9 g,6.4 g,6.2 g,8 g,0.15 g,,,0.5 g,,
0000019892,Bakoma Jogurt naturalny gęsty 330 g,nabial,Y,w porcji 100 g,58 kcal,2.8 g,2 g,4.9 g,4.9 g,3.3 g,0.11 g,,,,,
0000001852,Światowid Ser plastry mierzwione Gouda 150 g,nabial,Y,w porcji 100 g,335 kcal,27 g,16 g,0.1 g,0.1 g,23 g,2.5 g,,,,,
0000001924,Activia Jogurt brzoskwinia marakuja 280 g,nabial,Y,w porcji 100 g,60 kcal,0.8 g,0.5 g,9.9 g,9.9 g,2.9 g,0.11 g,,,,,
0000003688,Fruvita Jogurt truskawka poziomka 400g,nabial,Y,w porcji 100 g,84 kcal,2.5 g,1.5 g,12.6 g,11.4 g,2.7 g,0.1 g,,,0.2 g,,
0000006585,Bakuś Serek waniliowy 90 g,nabial,Y,w porcji 100 g,108 kcal,4 g,2.4 g,12.3 g,11.8 g,5.8 g,0.1 g,,,,,
0000001828,Delikate Serek brzoskwiniowy 385 g,nabial,Y,w porcji 100 g,136 kcal,6.5 g,4.2 g,13.4 g,11.8 g,5.7 g,0.1 g,,,0.1 g,,
0000007264,Go Vege Cocojogu klasyczny 150g,nabial,Y,w porcji 100 g,72 kcal,5.1 g,4.6 g,5.9 g,0.5 g,0.4 g,0.04 g,,,0.4 g,,
0000003741,Hochland ze śmietanką. Ser kremowy topiony w bloczku 90 g,nabial,Y,w porcji 100 g,181 kcal,13 g,8.3 g,5.9 g,5.9 g,10 g,2.5 g,,,,,
0000005901,Światowid Mozzarella w kawałku 300g,nabial,Y,w porcji 100 g,278 kcal,20 g,13.6 g,0.5 g,0.5 g,24 g,1.4 g,,,0 g,,
0000003037,Światowid Ser kozi plastry 160 g,nabial,Y,w porcji 100 g,364 kcal,30.9 g,21 g,0 g,0 g,21.5 g,1.8 g,,,,,
0000010644,Kortos Ser sałatkowy typu greckiego ziołowy 160 g,nabial,Y,w porcji 100 g,202 kcal,16 g,11 g,3.5 g,3.5 g,11 g,2.7 g,,,,,
0000003753,Fruvita Jogurt pitny bananowy (6x100 g) 600 g,nabial,Y,w porcji 100 g,79 kcal,1.7 g,1 g,12.8 g,12.3 g,3 g,0.1 g,,,0.1 g,,
0000009638,Go Active Pudding proteinowy o smaku słonego karmelu 200g,nabial,Y,w porcji 100 g,77 kcal,1.3 g,0.8 g,6.3 g,4.3 g,10 g,0.32 g,,,0.1 g,,
0000004905,Go Active Napój proteinowy o smaku słonego karmelu 250 g,nabial,Y,w porcji 100 g,59 kcal,0.1 g,0.03 g,4.5 g,4.4 g,10 g,0.1 g,,,0 g,,
0000004199,Piątnica Twój Smak Serek śmietankowy aksamitny klasyczny 135 g,nabial,Y,w porcji 100 g,243 kcal,23 g,15 g,3 g,3 g,6 g,0.8 g,,,,,
